title,current_price,former_price,all_items_solds,brand_category,all_seller_info
"New listingHP ZBook Firefly 15 G7 15.6 inch (512GB, Intel Core i7 10th Gen, 1.8GHz,...",£70.00,£355.00,9 sold,Opened – never used,amb1111 (508) 95%
Cheap Laptop HP Dell  Lenovo Intel iCore i3 i5 i7 8GB 256 GB SSD Windows 11,£269.99to£534.99,£499.95,150 sold,Pre-owned,"recycly.tech (2,313) 98.3%"
Panasonic Toughbook CF-52MK3Intel Core i5 2.40GHz 8GB RAM 480GB SSD Windows 10,£72.95,£416.99,464 sold,Pre-owned,"davick2000 (3,047) 100%"
"Lenovo IdeaPad 110 15.6"" Notebook - Black",£75.00,£416.99,22 sold,Good - Refurbished,maxiodaji_0 (90) 95.2%
"HP 15S-FQ2039NA 15.6"" Laptop Intel Core i3 11th Gen 4GB RAM 128GB SSD Silver",£39.99,£700.00,51 sold,Parts only,"brandrange (17,061) 99.9%"
"New listinghp laptop, grey, barley been used",£350.00,£399.99,272 sold,Pre-owned,tihemb-97 (3) 0%
"Panasonic Toughpad FZ-M1 Mark 3 i5-7Y57 1.20GHz 4GB 128GB 7"" No O/S Grade A+",£54.00,£210.99,52 sold,Pre-owned,"recono.me (1,434) 99.7%"
Cheap Fast Windows 10 Laptop CORE i5 8GB RAM 256GB SSD WIFI,£95.00,£335.99,28 sold,Pre-owned,"ri-services (31,546) 95.3%"
"Lenovo Yoga 510 14 ast 14"" (512GB SSD, Intel Core i5-1240P, 1.70GHz, 8GB RAM,",£129.99,£307.99,52 sold,Pre-owned,kolos60 (236) 94.7%
"Acer R751T Chromebook Spin, N3450, 4GB, 32GB, TouchScreen, 360 Spin",£129.95,£849.99,34 sold,Pre-owned,"macnplease (3,308) 97.3%"
"* Windows 11 Fast Laptop * HP EliteBook 840 G3, i5-6300U, 16GB RAM, 128GB SSD",£90.00,£479.00,13+ sold,Very Good - Refurbished,"tekkybitz (30,452) 99.9%"
New listingDell latitude 5490 / Intel i5-8250U @1.60GHz / 8GB RAM / 128GB NVMe / Win 10 ProCharity item,£219.95,£587.99,77 sold,Opened – never used,"weeecharity (4,055) 99.1%"
"MICROSOFT - 12.5"" Surface Laptop Go - Intel® Core™ i5, 128 GB SSD, Platinum",£140.00,£499.00,35 sold,Good - Refurbished,semca_10 (51) 0%
"Dell Latitude 5400 Laptop, 14"" Core i5 8th Gen, 8GB RAM, 256GB SSD, Windows 11",£94.95,£499.99,10 sold,Pre-owned,"blackmoreit (105,923) 100%"
Lenovo ThinkPad T490 i7-8565U up to 32GB Ram up to 2TB SSD FHD Windows 11 Laptop,£89.99to£99.99,£267.99,13 sold,Pre-owned,"newandusedlaptops4u (77,263) 99.6%"
New listingMicrosoft Surface 4 AMD Ryzen 5 8GB RAM 256GB SSD 13 Inch Windows 11 Pro Touchsc,£50.00,£734.99,28+ sold,Brand new,misterjackpots (964) 100%
"CHEAP Dell Latitude 3190 11.6"" Laptop - Windows 11 | Quad Core | Webcam | WiFi",£62.00,"£1,299.99",34 sold,Pre-owned,"ukcr-it-sales (4,431) 100%"
"WINDOWS 10 Home HP PAVILION NOTEBOOK 2.20GHz i5-5200U 17""Laptop 8GB RAM 1TB HDD",£90.00,£183.99,57 sold,Pre-owned,wah6602 (19) 100%
New listingHP Elitebook 725,£60.00,£599.99,26+ sold,Very Good - Refurbished,10derekt036 (404) 100%
"Geviar 15.6 Inch Laptop,16GB DDR4 512GB SSD, Intel Celeron Quad-Core Processor",£60.00,£674.99,6 sold,Pre-owned,"wmr2010 (5,881) 98.5%"
"Asus Chromebook C423N | 14"" FHD Touchscreen | 8GB RAM | 32GB Storage | Celeron",£159.99,£649.95,128+ sold,Good - Refurbished,"bioteknikseltd (5,910) 99.8%"
"New listingToshiba Portege 12.5"" Touch 2 in 1 Laptop Intel Core M-5Y51 8GB RAM 128GB SSD",£289.99to£504.99,£92.39,98+ sold,Very Good - Refurbished,techhousegarget (591) 98%
HP EliteBook 840 G6 i7-8565U up to 64GB Ram up to 2TB SSD FHD Windows 11 Laptop,£0.99,£999.99,42+ sold,Brand New,"newandusedlaptops4u (77,263) 99.6%"
"Cheap Dell Windows 11 Laptop, 8GB RAM, 128gb SSD, With Charger/Excellent Battery",£79.95,"£1,100.00",6 sold,Brand New,"recycle-it-wales (2,664) 100%"
FAST CHEAP CORE i3 i5 LAPTOP 8GB RAM 240GB SSD Wi-Fi Windows 10 HDMI Webcam WiFi,£89.99,£649.99,576+ sold,Very Good - Refurbished,"birmingham-av (11,761) 98.8%"
Budget Cheap Intel i5 8th Gen Laptop With Windows 10 8GB Memory 128GB SSD Wifi,£49.99,£259.99,200 sold,Very Good - Refurbished,"giga-refurb (8,361) 98.4%"
Dell Latitude 5310 Core i7-10610U 16GB Ram 256GB SSD Windows 11 Pro Laptop,£189.99,£699.99,51 sold,Good - Refurbished,"newandusedlaptops4u (77,263) 99.6%"
New listing15 inch Microsoft Surface Laptop 4 i7-1185G7 16GB Ram 256GB Touchscreen Platinum,£79.99,£699.99,8 sold,Brand new,"newandusedlaptops4u (77,263) 99.6%"
Windows 11 Laptop Dell Latitude 7390 Core i5-8350U 16GB Ram 256GB SSD Webcam,£0.99,£699.99,128 sold,Pre-owned,"venoscorp (19,926) 98.4%"
HP 14s-dq0011na Laptop - Intel® Pentium® with Microsoft 365 Personal 1 year,£249.99to£534.99,£899.99,6 sold,Pre-owned,"hpstoreuk (28,391) 99.1%"
"Lenovo Miix 520-12IKB 12"" i5-8250U 256GB 8GB Windows Laptop Read Desc",£94.99,£461.99,31+ sold,Excellent - Refurbished,"lizardtechsolutions (76,294) 98.7%"
"New listingDell Latitude 5400 14"" Laptop - Intel i5-8265U 1.60GHz, 16GB DDR4 RAM, 256GB SSD",£109.99to£139.99,£593.99,576+ sold,Pre-owned,"tier1-auctions (8,469) 98.8%"
Lenovo MIIX 320-10ICR 2in1 Tablet Only Atom x5 Z8350 4GB RAM 64GB GRADE A+,£139.99,£399.00,63 sold,Parts only,"mobstars (22,558) 98.9%"
New listingHP ProBook Laptop,$20.00,£431.99,28+ sold,Very Good - Refurbished,rachie_roo_ra (26) 100%
New listingDAMAGED  -ASUS UX363EA-HP924W - Intel Core i5-1135G7 - 16GB RAM - NO SSD,$20.00,£461.99,21 sold,Brand new,"electricalavenuebucks (6,861) 100%"
Fast Cheap Dell Gaming Laptop i7 Up To 3.40GHz 32GB RAM 1TB SSD Win11 Computer,£249.99,£279.00,57 sold,Opened – never used,"noble_cruncher_shop (1,955) 99.2%"
"Lenovo Ideapad Slim 3 Chrome 14M868 14"" 64GB NEW SEALED WARRANTY ABYSS BLUE",£599.99,£479.00,57 sold,Parts only,ibuyphones786 (157) 97.6%
"New listingHP Stream 11-ak0021na (Intel Celeron N4020, 4GB RAM, 64GB eMMC, Windows 11)",£199.95,£279.99,126 sold,Very Good - Refurbished,computronix-limited (293) 100%
New listingLAPTOP Job lot 18pcs HP DELL LENOVO Core i5 For parts spare parts,£219.00,£899.99,25 sold,Excellent - Refurbished,sta_955010 (800) 99.4%
"Lenovo L14 Gen 1 AMD Ryzen 7 PRO 4750U 16GB DDR4 512GB SSD 14.0"" Windows 11 Pro",£99.98,£699.99,75 sold,Pre-owned,"giga-refurb (8,361) 98.4%"
Lenovo T14 Gen 3 Intel i5-1245U 16GB RAM 256GB SSD W 11 Pro Iris XE GPU 1Y W EXC,£80.00,£149.99,34+ sold,Pre-owned,"techsel1 (2,783) 99.9%"
"Lenovo Laptop V155-15API 15.6"" AMD Ryzen 5 3500U 8GB RAM 512GB SSD",£64.99,£399.00,14+ sold,Pre-owned,"rapid-it-recycling (4,830) 99.6%"
"HP Chromebook 14"" Laptop 4GB 16GB Wifi cam HDMI 3USB 14 G3 AFFORDABLE NETBOOK 3H",£10.00,£139.99,40 sold,Brand new,"kel-tel (29,895) 99.4%"
"Lenovo X1 Carbon Touchscreen, Core i5-4210U, 8GB DDR3 RAM, 180GB SSD, Win 10 Pro",£0.99,£399.99,40+ sold,Pre-owned,"enterprisetech15 (1,147) 100%"
New listingLenovo V15 G4 AMD Ryzen 3 7320U 8GB 256GB SSD 15.6IN FHD Win 11 Home NEXT DAY,£177.45to£387.45,£300.99,196 sold,Pre-owned,iril-29 (836) 100%
New listingDell Latitude 3410 14in i5-10210U 8GB RAM 256GB SSD Windows 11 Pro with Charger,£127.00,£475.99,"1,080 sold",Good - Refurbished,qwerty-laptops (218) 100%
FAST CHEAP WINDOWS 11 LAPTOP INTEL CORE i5 32 RAM 1TB SSD WARRANTY,£119.99,"£1,849.00",126 sold,Pre-owned,"your-it-links (1,623) 96.6%"
HP EliteBook 1040 G8 Intel i7-1185G7 3.0GHz 32GB RAM 512GB NVME SSD Windows 11 B,£279.99,£284.99,13 sold,Good - Refurbished,"venoscorp (19,926) 98.4%"
New listingAsus X553s Laptop,£379.99,£593.99,196 sold,Pre-owned,nekont-72 (32) 96.7%
Windows 11 Dell Latitude Laptop Intel Core 8th Gen 8GB RAM 256GB SSD Warranty,£489.99,£279.00,51+ sold,Pre-owned,"recycly.tech (2,313) 98.3%"
"New listingGeviar 15.6 Inch Laptop,16GB DDR4 512GB SSD, Intel Celeron Quad-Core Processor",£149.99,£849.99,28 sold,Pre-owned,ramiiix22 (5) 100%
Dell Latitude 5400 16GB RAM 256GB NVMe i5-8265U 8th Gen SSD Windows 11 #9,£39.88,£699.99,9 sold,Pre-owned,high-tec (789) 100%
"ASUS Chromebook Flip  C433TA 14"" M3 64GB 8GB Touchscreen Chromebook Laptop",£79.00,£411.99,136 sold,Parts only,"lizardtechsolutions (76,294) 98.7%"
Dell Latitude 7290 Ultrabook Laptop 8th Gen i5 8GB RAM 256GB SSD Win 11 Pro,£349.99,£399.00,38+ sold,Brand new,"electrotek-solutions-ltd (1,294) 99.6%"
"Lenovo X13 Gen1 Laptop i5-10310U 8GB RAM 256GB SSD Windows 11 Pro 13.3""",£139.99,£550.00,14 sold,Pre-owned,"techsel1 (2,783) 99.9%"
"Geviar Laptop Computer, 15.6 Inch Laptop, 16GB DDR4 512GB SSD Intel Brand New",£109.99to£139.99,£399.99,43+ sold,Good - Refurbished,"wuchem2023 (1,715) 97.3%"
"Lenovo V330-15IKB 15.6""  Laptop Intel Core i5 8th Gen 256GB SSD 8GB RAM",£429.99,£899.00,37 sold,Pre-owned,"rapid-it-recycling (4,830) 99.6%"
Dell Latitude E7480 Core i5-6300U 16GB Ram 256GB  Windows 11 Laptop Webcam Hdmi,£10.00,£328.99,28 sold,Pre-owned,"venoscorp (19,926) 98.4%"
New listingLenovo B50-50 Intel i3 240GB SSD 8GB RAM Win 11 Webcam HDMI Laptop BATTERY Long,£139.99,£649.99,51 sold,Pre-owned,tadcastercomputers (149) 100%
Fujitsu Laptop LifeBook S752 Core i3 3rd Gen CPU 128GB SSD 4GB RAM,£100.00,£300.99,13 sold,Pre-owned,astralis-tech (81) 100%
New listingDELL LATITUDE 3500 WITH i5 8265U CPU 8GB RAM 256GB SSD READ FOR FAULTS,£159.00,£475.99,109 sold,Pre-owned,"alm-computers (7,665) 98.7%"
"New listingDell i3 6th Gen Laptop E5570 8GB RAM, 500GB, Backlit Keyboard, Win 11 Pro",£129.98,£999.99,42 sold,Pre-owned,pamo1941 (2) 100%
"Lenovo ThinkPad T480 14"" 256GB SSD Intel Core i5-8350U 8th Gen, 16GB RAM Win 11",£99.99,£499.99,25 sold,Excellent - Refurbished,rao-tech (894) 98.1%
"Panasonic Toughbook-Tab Win 10 Pro,CF-C2 Mk 2 8Gb 128Gb Ssd i5 4th gen",£199.99,£449.00,30 sold,Brand new,nmahmood70 (5) 100%
Dell Latitude 7280 7270 Core i5-6200U 8GB Ram 128GB  Windows 11 Laptop,£185.99,£899.00,16 sold,Pre-owned,"venoscorp (19,926) 98.4%"
Acer Nitro V 16 Gaming Laptop ANV16-41 Black #nb,£179.99,£998.97,31 sold,Pre-owned,acer_store_uk (160) 100%
"New listingRM Education Notebook 320 | Intel i3-2350M | 4GB RAM | 160GB HDD | 15.6""",£164.95,£249.99,28 sold,Opened – never used,ealinge-85 (11) 100%
"Lenovo ThinkPad P53 15"" Laptop Core i5 9th Gen, 16/ 32GB RAM 512/ 1TB SSD NVIDIA",£95.00,£899.00,29 sold,Pre-owned,"combrotechnology (7,188) 100%"
New listingAcer Chromebook 314 4GB DDR4 128GB SSD FHD USB-C,£39.99,£749.99,7 sold,Brand new,3981jill (814) 100%
New listingacer aspire 5745G 15.6 laptop Intel Core i7-740QM Processor Windows 10 Installed,£49.00,£328.99,6 sold,Pre-owned,16sutherland (491) 100%
Laptop N5095 15.6 inch Netbooks PC Super Fast Ram 16 SSD 512G Windows 11 Pro New,£85.99,£699.99,,Pre-owned,londonshop2024 (51) 97.8%
"New listingLenovo ThinkPad E590 i5-8265U 1.60GHz 8GB 256GB 15.6"" No O/S See Details",£179.99,"£1,949.99",,Pre-owned,"recono.me (1,434) 99.7%"
Lenovo Laptop ThinkBook 15-IIL i5 10th Gen 8GB RAM 256GB SSSD Full HD Win 11,£80.99,£499.99,,Pre-owned,"rebuyer_uk (4,880) 99.6%"
New listingLenovo IdeaPad Slim 3 15.6in i5 16GB 512GB Laptop - Arctic Grey,£149.99,"£2,200.00",,Pre-owned,bronkl_0 (34) 100%
FAST CHEAP INTEL CORE i3 / i5 LAPTOP - Windows 10 + 8GB RAM + 120GB SSD + WiFi,£899.99,£249.99,,Pre-owned,"giga-technology (5,361) 97.3%"
New listing2 x LENOVO THINKPAD T470 i5 7300u cpu @ 2.6ghz 2.71 ghz LAPTOPS,£29.99,£325.99,,Pre-owned,y1ula (503) 100%
Dell Laptop Latitude E5570 i5-6300u 2.4GHz 8 GB RAM 240GB SSD Windows 11 Pro,£299.00to£399.00,£239.99,,Excellent - Refurbished,shropshire-it-recycling-accessories (343) 100%
"New listingDell i3 6th Gen Laptop E5570 8GB  500GB, Backlit Keyboard, Win 11 Pro 8822",£70.00,"£1,699.99",,Very Good - Refurbished,pamo1941 (2) 100%
"CHEAP FAST Windows 11 Top Brand Laptop i5 8GB RAM 256GB SSD (Dell,HP Lenovo)",£48.00,£354.99,,Pre-owned,"level3computer (3,838) 100%"
Fast Cheap Gaming Laptop i7 Up To 3.60GHz Quad 32GB RAM 1TB SSD Win11 Computer,£179.99to£199.99,"£1,299.99",,Pre-owned,"noble_cruncher_shop (1,955) 99.2%"
"HP Elitebook 840 G5 14"" Laptop Intel Core i7-8550U 8GB RAM 240GB SSD FHD Bad KB",£55.00,£239.99,,Excellent - Refurbished,2econdchance-1 (870) 98.8%
"New listingDell Latitude E5440 Laptop Windows 11 14"" HD Intel i5 4210U 8GB 256GB SSD HDMI",£79.95,"£1,099.99",,Brand new,"bluecybercow (12,961) 99.8%"
HP Pro X2 612 G2 PENTIUM GOLD 4GB RAM 128GB SSD Windows 11 Pro Grade A+,£209.00,£699.99,,Pre-owned,"mobstars (22,558) 98.9%"
"New listingLenovo IdePad Slim 3 Laptop AMD Ryzen 5 7520U 8GB RAM 512GB SSD 15.6"" FHD Win 11",£120.76,£599.99,,Excellent - Refurbished,iril-29 (836) 100%
"Dell Latitude E5470 Laptop, 14"" Touch i5 6th Gen, 8GB RAM, 128GB SSD, Windows 11",£89.99to£100.00,£479.99,,Pre-owned,"blackmoreit (105,923) 100%"
HP Chromebook 11A G6 EE A4-9120C 4GB RAM 16GB eMMc Chrome OS Laptop Notebook,£150.00,£189.99,,Pre-owned,orioncomputersuk (689) 99.6%
"New listingLenovo G500 15.6"" Laptop, 8GB RAM, SSD, DVD, Intel i3",£84.99,£699.99,,Pre-owned,pixiewix12345678 (134) 100%
"New listingHP 3168NGW laptop Windows 10 Pro, 8GB RAM, 500GB HDD, 15.6"" Screen.",£87.00,£599.99,,Excellent - Refurbished,p8rsn (884) 100%
"HP Elitebook 850 G3 Laptop, i5-6300U@2.40GHz, 8GB RAM, 256GB SSD, Win 10. PM",£125.00,£599.99,,Pre-owned,"crt-ltd (8,881) 100%"
"Geo GeoBook 1E 11.4"" Education Laptop - Celeron N4020 4GB RAM 64GB eMMC Win 10",£177.45to£292.95,"£3,704.99",,Pre-owned,"innofinity-worldwide (131,441) 98.4%"
"New listingLaptop Dell Inspiron 5567 i5 (872), 8 GB Ram, 500 GB SSD, W 11 Pro",£129.00,"£1,599.99",,Brand new,ioanosim-0 (92) 100%
New listingCHEAP Dell Latitude 7210 2-in-1 i5-10210U 8GB 256GB SSD(DAMAGED SCREEN)RRP £1600,£74.99,,,Pre-owned,"nomorewaste (3,901) 97.7%"
"HP Envy x360 15-fe0020na Convertible OLED Laptop – Core™ i5, Silver with Pen",£149.99,,,Pre-owned,"hpstoreuk (28,391) 99.1%"
"New listingDell Laptop Inspiron 14 5410 14"" Core i5 8GB RAM 256GB SSD",£449.99,,,Parts only,mirandawilsnagh2012 (65) 100%
"Lenovo Thinkpad Intel i5, 16GB Ram, 500GB SSD Windows 11 Pro - Same day dispatch",£114.99,,,Pre-owned,itmonster (833) 99.5%
"Hp Pavilion 15-aw065sa 15.6"" Full Hd Windows 10 Laptop A9-9410 2Tb  8Gb Faulty",£69.99,,,Pre-owned,"ccessex87 (2,811) 100%"
"SAMSUNG Galaxy Book3 15.6"" Laptop - Intel® Core™ i5, 256 GB SSD, Graphite",£0.99,,,Pre-owned,alexderm_0 (2) 100%
HP Elite X2 1013 G3 12inc Touch Tablet Laptop Intel i5 8250U 16GB 256GB SSD,£19.99,,,Good - Refurbished,plusit2023 (281) 98.5%
New listingDell laptop,£82.00,,,Good - Refurbished,chevytoffee1878 (154) 100%
ASUS CM14 Flip 14 2 in 1 Chromebook -  MT8186 128GB Grey - REFURB-C,£69.99,,,Good - Refurbished,"currys_clearance (75,441) 97.8%"
"SUPER FAST WINDOWS 10 CHEAP 15.6"" LAPTOP INTEL CORE I3 16GB RAM 1TB HDD SSD CAM",£90.00,,,Brand New,"thenetstore2016 (3,762) 99.5%"
Lenovo ThinkPad T470p i5-7440HQ 16GB 512GB SSD NVIDIA GeForce Windows 11 Laptop,£60.00,,,Brand New,"newandusedlaptops4u (77,263) 99.6%"
HP 14s-dq0011na Laptop - Intel® Pentium® with Microsoft 365 Personal 1 year,£599.00,,,Brand new,"hpstoreuk (28,391) 99.1%"
Lenovo ThinkPad ThinkPad T480 i7-8550U 16GB Ram 256GB SSD FHD Laptop Windows 11,£250.00,,,Good - Refurbished,"venoscorp (19,926) 98.4%"
Getac V110 G3 i5-6200U 16GB 1TB SSD Rugged TouchSCR Webcam GPS WWAN Build Yours!,£169.99,,,Pre-owned,"kundracomputers (16,628) 99.4%"
Laptop Cheap Dell Laptop Windows 11 Pro Dell Latitude 5400 i5 8th Gen 32GB - 1TB,£49.99,,,Good - Refurbished,"tech.pros (3,384) 97.5%"
"GOLD LENOVO T470 FAST LAPTOP CORE i5 16GB RAM 512GB SSD WINDOWS 10/11 14"" HD",£210.00,,,Very Good - Refurbished,"pcrenewed (1,555) 99.8%"
"Lenovo 300e 2nd Gen 11.6"" Touchscreen Windows 11 Laptop Celeron N4120, 4GB, 64GBCharity item",£150.00,,,Pre-owned,tech.owl (171) 100%
"CHEAP FAST Windows 11 Top Brand Laptop i5 8GB RAM 256GB SSD (Dell,HP Lenovo)",£20.00,,,Excellent - Refurbished,"level3computer (3,838) 100%"
Dynabook Satellite Pro ET10-G 2-in-1 Laptop Tablet Celeron 64GB eMMC 4GB RAM NEW,£153.45,,,Brand new,"innofinity-worldwide (131,441) 98.4%"
"New listingLenovo Yoga Slim 6 14IAP8 14"" (1TB SSD, Intel Core i7, 16GB), Accessories Bundle",£119.99to£219.99,,,Pre-owned,tho193708 (32) 100%
"Dell Latitude 5480 14"" i5-6300U 8GB DDR4 120GB SSD Windows 11 Laptop",£229.99,,,Pre-owned,computers-rebooted (36) 100%
New listingCHEAP Dell Latitude 7210 2-in-1 i5-10210U 8GB 256GB SSD(DAMAGED SCREEN)RRP £1600,$20.00,,,Pre-owned,"nomorewaste (3,901) 97.7%"
"Lenovo Thinkpad Intel i5, 8GB Ram, 256GB SSD Windows 11 Pro - Same day dispatch",$20.00,,,Pre-owned,itmonster (833) 99.5%
"Lenovo X13 Gen1 Laptop i5-10310U 8GB RAM 256GB SSD Windows 11 Pro 13.3""",£219.00,,,Parts only,"techsel1 (2,783) 99.9%"
Lenovo ThinkPad T480 i7-8550U up to 64GB Ram up to 2TB SSD Windows 11 Laptop,£298.00,,,Very Good - Refurbished,"newandusedlaptops4u (77,263) 99.6%"
"Lenovo V330-15IKB 15.6""  Laptop Intel Core i5 8th Gen 256GB SSD 8GB RAM",£299.99to£499.99,,,Pre-owned,"rapid-it-recycling (4,830) 99.6%"
Budget Cheap Intel i5 8th Gen Laptop With Windows 10 8GB Memory 128GB SSD Wifi,£205.00to£349.00,,,Very Good - Refurbished,"giga-refurb (8,361) 98.4%"
"NEW DELL 3190 WINDOWS 10 LAPTOP INTEL CELERON 64GB SSD 11.6"" HD WEBCAM HDMI",£154.99to£294.99,,,Brand new,"cmyk-1 (3,443) 97.9%"
"CHEAP Dell Latitude 3190 11.6"" Laptop - Windows 11 Pro | Quad Core - GRADE B",£69.89,,,Good - Refurbished,"ukcr-it-sales (4,431) 100%"
